,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
81,Am Omnibushof,bus,"{'13', '35'}","52.517897245023185, 13.18497677087069",nan,"['13', '35']+ {'13', '35'}+ {'13', '35'}",
82,Am Pilz,bus,{'15'},"52.64251497264632, 13.300908054411988",nan,['15']+ {'15'}+ {'15'},
83,Am Rohrgarten,bus,{'3'},,,,
84,Am Rötepfuhl,bus,{'79'},"52.41541586760276, 13.420508432549338",nan,{'79'},
85,Am SAndwerder,bus,{'18'},,,,
86,Am Steinberg,bus,{'109'},,,,
87,Am Steinberg,strassenbahn,"{'113', '71'}",,,,
88,Am Vierrutenberg,bus,{'20'},"52.613535544271876, 13.343827205969221",nan,['20']+ {'20'}+ {'20'},
89,Am Volkspark,bus,"{'1', '60', '74'}",,,,
90,Am Waldwinkel,bus,{'14'},,,,
91,Am Wasserwerk,strassenbahn,{'25'},,,,
92,Amalienstrasse,bus,"{'96', '84'}",,,,
93,Amfortasweg,bus,{'88'},"52.4458677095568, 13.324594238605897",nan,['88']+ {'88'}+ {'88'},
94,Amrumer Strasse,bus,{'89'},"52.5462955560136, 13.343933965140167",nan,{'16'}+ {'16'},
95,Amrumer Strasse,u-bahn,{'9'},"52.5425,13.350277777778",Q557577,{'9'}+ {'9'},
96,Amtsgericht Charlottenburg,bus,"{'94', '10', '74'}",,,,
97,An den Achterhöfen,bus,{'91'},"52.42153737967532, 13.437968958661244",nan,"{'78', '91'}+ {'91'}",
98,An der Buche,bus,{'12'},,,,
99,An der Heilandsweide,bus,{'79'},"52.41760670857809, 13.366580060034295",nan,"['11', '32']+ {'32', '11'}",
100,An der Rehwiese,bus,"{'53', '18'}","52.43422344388058, 13.199161827610604",nan,"['53']+ {'3', '53'}+ {'53', '18'}",
101,An der Schneise,bus,{'13'},,,,
102,An der Urania,bus,"{'73', '19', '29'}","52.50313263781954, 13.3499093331407",nan,['29']+ {'29'},
103,Andreezeile,bus,{'84'},,,,
104,Anemonenstrasse,bus,{'69'},"52.44348370546986, 13.593511422511465",nan,['68']+ {'68'},
105,Anhalter Bahnhof,s-bahn,"{'1', '2'}","52.503055555556,13.381944444444",Q111324573,"['KBS 153', 'KBS 152']+ {'152', '153'}",
106,Anton-Saefkow-Platz,strassenbahn,"{'17', '102'}",,,,
107,Antonienstrasse,bus,{'61'},"52.57159353871337, 13.311887532747956",nan,{'61'},
108,Antonplatz,strassenbahn,"{'72', '70', '24', '20', '3', '113', '28', '103'}",,,,
109,Apoldaer Strasse,bus,{'87'},,,,
110,Arendsweg,strassenbahn,"{'12', '11', '14', '103', '6'}",,,,
111,Argentinische Allee,bus,{'11'},"52.43767451883506, 13.23233406765131",nan,['53'],
112,Aristide-Briand-Brücke,bus,"{'21', '62'}",,,,
113,Armbrustweg,bus,{'22'},,,,
114,Arnikaweg/Efeuweg,bus,"{'52', '41'}",,,,
115,Arnimallee,bus,"{'1', '17'}",,,,
116,Aroser Allee,bus,"{'22', '8'}","52.57376245122369, 13.351970705456408+52.57376706520514, 13.35201441269534",nan,"['22', '14']+ ['8']+ {'22', '14'}+ {'8'}+ {'22', '14'}+ {'8'}",
117,Artur-Becker-Strasse,strassenbahn,"{'102', '13', '4'}",,,,
118,Artur-Becker-Strasse Ecke Dimitroffstrasse,strassenbahn,{'21'},,,,
119,Asbestweg,bus,{'79'},"52.42145291920868, 13.41511134634306",nan,{'78'},
120,Askanierring,bus,"{'34', '92'}","52.545679974269035, 13.194267325495874",nan,"['63']+ {'63', '34'}+ {'34', '63'}",
121,Asternplatz,bus,{'48'},,,,
122,Atillastrasse,bus,{'84'},,,,
123,Attilaplatz,bus,"{'25', '84', '96'}",,,,
124,Attilaplatz/Arnulfstrasse,bus,{'68'},,,,
125,Attilastrasse,bus,"{'96', '76'}",,,,
126,Auerbacher Strasse,bus,{'86'},,,,
127,Auf dem Grat,bus,"{'10', '50'}",,,,
128,Augsburger Strasse,bus,{'82'},"52.38405300860467, 13.418875775571463",nan,{'82'},
129,Augsburger Strasse,u-bahn,{'2'},"52.500555555556,13.336388888889",Q667035,{'2'}+ {'2'},
130,Auguste-Viktoria-Allee,bus,"{'21', '61', '62'}","52.569268504658915, 13.329801350092811",nan,"['62']+ {'62'}+ {'21', '62'}",
131,Auguste-Viktoria-Krankenhaus,bus,"{'25', '87'}",,,,
132,Ausstellungshallen,bus,{'69'},"52.50459502336341, 13.279503842419016+52.507560787103635, 13.276081957440764",nan,"['94', '4']+ {'4', '92'}+ {'4', '92', '94'}",
133,BMW-Maschinenfabrik,bus,{'13'},"52.537251895204555, 13.223205797129593",nan,['55']+ {'55'}+ {'55'},
134,BWF Marzahn,strassenbahn,"{'14', '12', '11', '6'}",,,,
135,Bachstelzenweg,bus,{'17'},,,,
136,Badener Ring,bus,{'28'},,,,
137,Badewiese,bus,"{'34', '35'}",,,,
138,Baerwaldstrasse,bus,"{'28', '95'}",,,,
139,Bahnhof-/Lindenstrasse,strassenbahn,"{'19', '26', '25', '21', '16', '82'}",,,,
140,Bahnhofstrasse,bus,{'79'},,,,
141,Bahnhofstrasse,strassenbahn,{'120'},,,,
142,Bahnhofstrasse/Lindenstrasse,bus,{'115'},,,,
143,Bahnhofstrasse/Lindenstrasse,strassenbahn,"{'83', '83E', '85', '124', '86', '84', '114'}",,,,
144,Baldesheimer Weg,bus,{'79'},,,,
145,Baluscheckweg,bus,{'31'},,,,
146,Barbarossastrasse,bus,"{'73', '16', '85'}","52.491919179981245, 13.345139286455641",nan,"['85']+ {'73', '85'}+ {'85'}",
147,Barfusstrasse/Müllerstrasse,bus,{'12'},,,,
148,Barnetstrasse,bus,"{'79', '76'}","52.39384206889992, 13.406703683360332+52.394497628787875, 13.401492640746856",nan,"['76E']+ {'76E', '76'}+ {'82'}+ {'76'}+ {'82'}",
149,Barnetstrasse/Steinstrasse,bus,{'30'},,,,
150,Baseler Strasse,bus,{'68'},,,,
151,Baumschulenweg,s-bahn,"{'143', '115', '141', '140', '142', '110'}","52.4675,13.489722",Q324336,"['KBS 141', 'KBS 115', 'KBS 142', 'KBS 110', 'KBS 140']+ {'141', '140', '142', '143', '115', '110'}+ {'140', '115', '141', '143', '142', '110'}",
152,Baußnernweg,bus,{'11'},"52.40552764373322, 13.356400744655776",nan,['52']+ {'52'}+ {'52'},
153,Bayerischer Platz,u-bahn,"{'7', '4'}","52.488333333333,13.340277777778",Q668574,"['7', '4']+ {'4', '7'}+ {'4', '7'}",
154,Bayernring,bus,"{'96', '84'}",,,,
155,Bayreuther Strasse,bus,"{'69', '9'}","52.50163998582795, 13.343660724504073",nan,"{'69', '9'}+ {'69', '9'}",
156,Beerwinkel,bus,{'92'},,,,
157,Beeskowdamm,bus,{'10'},"52.40965729397744, 13.267276648061404",nan,{'96E'},
158,Begastrasse,bus,{'87'},,,,
159,Behring-Krankenhaus,bus,{'1'},"52.42410894567823, 13.251764544509987",nan,['10']+ {'10'}+ {'10'},
160,Bekassinenweg,bus,{'13'},,,,
161,Bellermannstrasse,bus,{'64'},,,,
162,Bellevue,s-bahn,{'3'},"52.52,13.348055555556",Q374018,['KBS 156']+ {'156'}+ {'3'},
163,Bendastrasse,bus,{'77'},"52.46695300094916, 13.436394446161026",nan,"['65']+ {'77', '65'}+ {'65', '77'}",
164,Benediktinerstrasse,bus,{'12'},,,,
165,Benzstrasse,bus,{'32'},,,,
166,Bergfelde,s-bahn,{'140'},"52.6702,13.3203",Q4891640,{'140'}+ {'140'},
167,Bergiusstrasse,bus,"{'77', '41'}","52.46630647994592, 13.457664818410066",nan,{'77'}+ {'77'},
168,Bergiusstrasse 28,bus,{'77'},,,,
169,Bergmannstrasse,bus,"{'24', '53'}",,,,
170,Bergstrasse,bus,"{'81', '2', '68', '12'}",,,,
171,Berkaer Strasse,bus,{'29'},"52.48209270683341, 13.281182952838728",nan,"{'17', '60'}+ {'60', '17'}",
172,Berkaer Strasse/Breite Strasse,bus,{'60'},,,,
173,Berkaerstrasse/Breite Strasse,bus,{'86'},,,,
174,Berlichingenstrasse,bus,"{'71', '89', '72', '70'}",,,,
175,Berliner Strasse,bus,"{'48', '50', '11', '74'}",,,,
176,Berliner Strasse,u-bahn,"{'7', '9'}","52.487222222222,13.330833333333",Q637739,"{'7', '9'}+ {'7', '9'}",
177,Berlinickeplatz,bus,"{'96', '84', '73'}",,,,
178,Bernau,s-bahn,{'141'},"52.6763,13.5931",Q479789,{'141'}+ {'141'},
179,Bernauer Strasse,bus,{'71'},"52.53828665458276, 13.396036842411949",nan,{'90'}+ {'90'},
180,Bernauer Strasse Ecke Wollinger Strasse,bus,{'64'},"52.53981740645869, 13.401574390020418",nan,{'64'}+ {'64'},
181,Bernburger Strasse,bus,{'24'},,,,
182,Bernhard-Beyer-Strasse,bus,{'18'},"52.391758854827614, 13.13183862470428",nan,['18']+ {'18'}+ {'18'},
183,Bernhard-Lichtenberg-Strasse,bus,{'23'},"52.53948689001794, 13.297544009475953",nan,{'23'},
184,Bernhausener Ring,bus,{'22'},,,,
185,Bersarinplatz,strassenbahn,{'4'},"52.519215,13.4525257",Q65706258,{'4'}+ {'4'},
186,Besarinplatz,strassenbahn,"{'21', '13'}","52.519215,13.4525257",Q65706258,"{'13', '21'}+ {'13', '21'}",
187,Bessemerstrasse,bus,{'74'},,,,
188,Betriebsbhf. Rummelsburg,s-bahn,{'105'},"52.4939,13.4978",Q829009,['KBS 105']+ {'105'}+ {'105'},
189,Betriebsbhf. Schöneweide,s-bahn,"{'141', '115', '140', '110'}","52.44676,13.52391",Q4526101,"['KBS 141', 'KBS 140', 'KBS 115', 'KBS 110']+ {'141', '110', '140', '115'}",
190,Betriebshof Britz,bus,"{'81', '73'}",,,,
191,Betriebshof Köpenick,strassenbahn,"{'83', '83E', '85'}",,,,
192,Betriebshof Lichtenberg,bus,{'109'},,,,
193,Betriebshof Lichtenberg,strassenbahn,"{'102', '5', '20', '110'}",,,,
194,Betriebshof Marzahn,bus,"{'80', '116', '107'}",,,,
195,Betriebshof Marzahn,strassenbahn,"{'10', '103', '117', '6'}",,,,
196,Betriebshof Oberschönweide,strassenbahn,{'88'},,,,
197,Betriebshof Weißensee,strassenbahn,{'10'},,,,
198,Beusselbrücke,bus,"{'89', '23'}",,,,
199,Beusselstrasse,bus,"{'71', '23', '70', '72'}",,,,
200,Bhf. Berlin-Schöneweide,strassenbahn,{'16'},,,,
201,Bhf. Frankfurter Allee,bus,{'109'},,,,
202,Bhf. Frankfurter Allee,strassenbahn,"{'3', '19', '12', '29'}",,,,
203,Bhf. Friedrichstrasse,strassenbahn,"{'71', '70', '121', '46', '22'}",,,,
204,Bhf. Karlshorst,strassenbahn,"{'17', '16', '19'}",,,,
205,Bhf. Lichtenberg,strassenbahn,"{'102', '5', '20', '110'}",,,,
206,Bhf. Lichtenberg,u-bahn,{'E'},"52.510556,13.496389",Q3831986,{'E'}+ {'E'},
207,Bhf. Rosa-Luxemburg-Platz,strassenbahn,"{'63', '63E'}",,,,
208,Bhf. Schildow,bus,{'7'},"52.6364725302849, 13.374512017906921",nan,{'7'},
209,Bhf. Schöneweide,strassenbahn,"{'26', '85', '25', '88', '114'}",,,,
210,Bhf. Schönhauser Allee,strassenbahn,"{'121', '22', '46', '49'}",,,,
211,Biberburg,bus,"{'34', '35'}",,,,
212,Biebricher Strasse,bus,{'91'},"52.48191090485555, 13.424864072036069",nan,{'91'}+ {'91'},
213,Biesdorf,s-bahn,{'100'},"52.5131,13.5554",Q4892357,['KBS 100']+ {'100'}+ {'100'},
214,Biesdorf Süd,u-bahn,{'E'},,,,
215,Bingelstrasse,bus,{'23'},,,,
216,Binger Strasse,bus,{'86'},"52.47860731690142, 13.309502331957327",nan,{'60'}+ {'60'},
217,Birkbuschstrasse,bus,"{'85', '17', '88', '68', '86'}","52.442446070952045, 13.33208709992057+52.452746371165205, 13.319710019070339",nan,"['17']+ ['85', '88']+ {'17'}+ {'85', '88'}+ {'17'}+ {'88', '85'}",
218,Birkenhaag,bus,{'75'},,,,
219,Birkenstrasse,bus,"{'70', '72', '16'}",,,,
220,Birkenstrasse,u-bahn,{'9'},"52.532222222222,13.341388888889",Q555998,['9']+ {'9'}+ {'9'},
221,Birkenwerder,s-bahn,{'140'},"52.6885,13.2888",Q2343634,['KBS 140']+ {'140'}+ {'140'},
222,Bismarckplatz,bus,"{'10', '29'}","52.492064537089135, 13.28493897027407",nan,['29']+ {'29'},
223,Bismarckstrasse,bus,"{'81', '1', '17', '68', '32', '30', '54', '2', '76', '62'}",,,,
224,Bismarckstrasse,u-bahn,"{'1', '7'}","52.511388888889,13.305",Q686132,"['1', '7']+ {'7', '1'}+ {'7', '1'}",
225,Björnsonstrasse,bus,{'33'},"52.465537379031005, 13.313402757322454",nan,['33']+ {'33'}+ {'33'},
226,Björnsonstrasse,strassenbahn,{'3'},"52.5537705,13.4138898",Q65076842,"['22', '3']+ {'22', '3'}+ {'22', '3'}",
227,Björnsonstrasse Ecke Bornholmer Strasse,strassenbahn,{'103'},,,,
228,Blanckertzweg,bus,{'86'},,,,
229,Blankenburg,s-bahn,"{'141', '140', '143', '142'}","52.5915,13.4435",Q800469,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']+ {'141', '140', '143', '142'}+ {'143', '141', '142', '140'}",
230,Blankenburger Strasse,strassenbahn,{'49'},"52.5549426407197, 13.395363798814545",nan,{'49'}+ {'49'},
231,Blankenfelde,bus,{'101'},"52.61834588206829, 13.390559367661176",nan,['7']+ {'7'}+ {'7'},
232,Blankenfelder Strasse,strassenbahn,{'49'},"52.6020289,13.4313613",Q66192067,{'49'}+ {'49'},
233,Blankenhainer Strasse,bus,{'87'},,,,
234,Blankenheiner Strasse,bus,{'2'},,,,
235,Blaschkoallee,bus,{'41'},"52.452525422138564, 13.45215713772726+52.452527739561745, 13.452132008638982+52.4526338082942, 13.438579963210245",nan,['41']+ {'41'}+ {'91'}+ {'41'},
236,Blaschkoallee,u-bahn,{'7'},"52.451944444444,13.449444444444",Q666911,['7']+ {'7'}+ {'7'},
237,Bleibtreustrasse,bus,"{'9', '19', '29'}","52.50162717169989, 13.319466346593028",nan,"['9', '19', '29']+ {'29', '9', '19'}+ {'9', '19'}",
238,Blissestrasse,u-bahn,{'7'},"52.486666666667,13.321944444444",Q571397,['7']+ {'7'}+ {'7'},
239,Blohmstrasse,bus,"{'7', '76', '82'}",,,,
240,Blumenstrasse,strassenbahn,{'?'},,,,
241,Blücherstrasse,bus,"{'95', '24'}","52.494544810791446, 13.399589946762335",nan,['95']+ {'95'},
242,Boddinstrasse,u-bahn,{'8'},"52.48,13.425277777778",Q819495,['8']+ {'8'}+ {'8'},
243,Boelckestrasse,bus,{'28'},"52.480786395990485, 13.377428055833606",nan,['28']+ {'28'}+ {'28'},
244,Bollestrasse,bus,{'14'},,,,
245,Bonhoeffer-Nervenklinik,bus,"{'64', '62'}",,,,
246,Boothstrasse,bus,"{'17', '86'}",,,,
247,Borchertweg,bus,{'63'},,,,
248,Borgsdorf,s-bahn,{'140'},"52.7155,13.2764",Q4093486,['KBS 140']+ {'140'}+ {'140'},
249,Borkheider Strasse,bus,{'107'},,,,
250,Bornhagenweg,bus,{'82'},,,,
251,Bornholmer Strasse,bus,{'89'},"52.554776992507094, 13.397560624891069",nan,{'89'}+ {'89'},
252,Bornholmer Strasse,strassenbahn,"{'3', '46', '121'}",,,,
253,Bornholmer Strasse Ecke Wisbyer Strasse,strassenbahn,"{'22', '49'}",,,,
254,Borsigwalder Weg,bus,{'15'},,,,
255,Borsigwerke,u-bahn,{'6'},"52.5819,13.2907",Q525185,['6']+ {'6'}+ {'6'},
256,Botanischer Garten,bus,"{'1', '48', '17'}",,,,
257,Botanischer Garten,s-bahn,{'1'},,,,
258,Boxhagener Strasse,bus,{'109'},,,,
259,Boxhagener Strasse,strassenbahn,{'3'},"52.5088235,13.465969",Q65675805,{'3'}+ {'3'},
260,Brabanter Platz,bus,{'60'},,,,
261,Brandenburgplatz,strassenbahn,"{'25', '84'}","52.4553193,13.5908277",Q66338590,"['25']+ {'84', '25'}+ {'25', '84'}",
262,Breite Strasse,bus,"{'68', '9', '32'}",,,,
263,Breite Strasse/Heesestrasse,bus,{'17'},,,,
264,Breite Strasse/Markt,bus,"{'5', '56'}",,,,
265,Breitehornweg,bus,{'36'},,,,
266,Breitenbachplatz,bus,"{'16', '33'}",,,,
267,Breitenbachplatz,u-bahn,{'2'},"52.466388888889,13.308055555556",Q571339,['2']+ {'2'}+ {'2'},
268,Breitenbachstrasse,bus,{'26'},"52.58199659447502, 13.305445353625542",nan,"['15', '22E', '21']+ {'21', '15'}+ {'22E', '15'}",
269,Breitestrasse,bus,{'30'},"52.45433337627122, 13.328234324102299+52.45434970242913, 13.328273041731025+52.5140675536693, 13.40574007426647",nan,['32']+ ['30']+ ['9']+ {'30'},
270,Bremer Strasse,bus,"{'53', '85'}",,,,
271,Breslauer Platz,bus,"{'48', '85'}",,,,
272,Bristolstrasse,bus,{'12'},,,,
273,"Britz, Buschkrug",bus,"{'81', '73'}",,,,
274,"Britz, Parchimer Allee",bus,{'93'},,,,
275,Britz-Süd,u-bahn,{'7'},"52.437777777778,13.448055555556",Q571845,['7']+ {'7'}+ {'7'},
276,Britz-Süd Gutschmidtstrasse,bus,{'93'},"52.437076827846255, 13.444129425003135",nan,{'93'}+ {'93'},
277,Britzer Damm,bus,"{'25', '93', '73', '81'}",,,,
278,Britzer Strasse,bus,"{'93', '77'}","52.44019828016907, 13.39521021528824",nan,"{'81', '93'}+ {'81', '93'}",
279,Brixplatz,bus,{'4'},,,,
280,Brockenstrasse,bus,{'4'},,,,
281,Brotteroder Strasse,bus,"{'2', '87'}",,,,
282,Bruch,s-bahn,{'141'},,,,
283,Bruchwitzstrasse,bus,"{'81', '84', '96'}",,,,
284,Brunnenplatz,bus,{'70'},"52.54967231813887, 13.377205988834362",nan,['70']+ {'70'}+ {'70'},
285,Brunnenstrasse,bus,{'71'},"52.53492958804863, 13.398043805552632+52.53827699316531, 13.396004706370867",nan,"['99']+ {'78', '78E'}+ {'99'}+ {'78E'}+ {'99'}",
286,Brunnenstrasse,strassenbahn,"{'121', '22', '46', '11'}",,,,
287,Brunnenstrasse Ecke Invalidenstrasse,strassenbahn,{'18'},,,,
288,Bruno-Baum-Strasse,strassenbahn,"{'14', '12', '11', '6'}",,,,
289,Bruno-Leuschner- Strasse,strassenbahn,{'110'},,,,
290,Bruno-Leuschner-Strasse,s-bahn,{'102'},,,,
291,Bruno-Leuschner-Strasse,strassenbahn,"{'5', '18E', '18', '11', '103', '6'}",,,,
292,Brunsbütteler Damm,bus,"{'80', '92', '34', '13', '31'}",,,,
293,Brunsbüttler Damm/Nennhauser Damm,bus,{'97'},,,,
294,Buch,s-bahn,{'143'},"52.6359,13.4917","Q4892359+Q4892359, Q4892359","['KBS 141', 'KBS 143']+ {'141'}, {'143'}+ {'141'}, {'143'}",
295,Buchholz,strassenbahn,{'120'},,,,
296,"Bucholz, Hauptstrasse",strassenbahn,{'49'},"52.60726996020294, 13.433394005316927",nan,['49']+ {'49'}+ {'49'},
297,Buchsbaumweg,bus,{'58'},,,,
298,"Buckow, Lipschitzallee Gesundheitszentrum",bus,{'91'},,,,
299,Buckower Chaussee,bus,"{'7', '78', '76'}","52.414558044256225, 13.401161035852658",nan,"['7', '52']+ {'52', '7'}+ {'76', '78'}",
300,Buckower Chaussee,s-bahn,{'2'},"52.4103,13.3829",Q800499,{'152'}+ {'2'},
301,Buckower Damm,bus,"{'52', '91'}","52.42368329841466, 13.436638725763267+52.444145285330485, 13.433600079714076",nan,"['52']+ {'52', '91'}+ {'93'}+ {'52', '91'}+ {'93'}",
302,Buckower Friedhof,bus,{'52'},"52.42151537347778, 13.43036950960343",nan,"['52']+ {'52', '78'}+ {'52'}",
303,Budapester Strasse,bus,{'9'},"52.50516506753211, 13.336671016983322",nan,{'9'}+ {'9'},
304,Budapester Strasse 6a,bus,{'9'},,,,
305,Buhrowstrasse,bus,{'33'},"52.44920703499153, 13.353277489535056",nan,['33']+ {'33'}+ {'33'},
306,Bundesallee,bus,{'74'},"52.46493052962428, 13.32853185257923",nan,['65']+ {'65'}+ {'65'},
307,Bundesplatz,u-bahn,{'9'},"52.478080555556,13.328519444444",Q3647008,['9']+ {'9'}+ {'9'},
308,Burgunder Strasse,bus,{'53'},,,,
309,Burscheider Weg,bus,{'10'},,,,
310,Buschallee,strassenbahn,"{'113', '24'}",,,,
311,Buschiner Strasse,bus,{'115'},,,,
312,Buschkrug,bus,"{'81', '73'}",,,,
313,Buschkrugallee,bus,{'93'},"52.44537971273351, 13.455058587836387",nan,['25']+ {'25'}+ {'25'},
