stop_name,type,line_name,stop_id,location,identifier,neighbourhood,district,east_west,postal_code
Teltowerstr. Ecke Ruhlebenerstr.,tram,54,196548_west,"52.52649488,13.21644671",,Wilhelmstadt,Spandau,west,13597
Freiheit,tram,54,196549_west,"52.53269779,13.20751844",,Spandau,Spandau,west,13597
Spandauer Markt,tram,54,196550_west,"52.53687071,13.20531554",,Spandau,Spandau,west,13597
Hafenplatz,tram,54,196551_west,"52.54229255,13.20620113",,Spandau,Spandau,west,13585
Lynarstr. Ecke Schönwalderstr.,tram,54,196552_west,"52.54844825,13.20081057",,Spandau,Spandau,west,13585
Hohenzollernring Ecke Schönwalderstr.,tram,54,196553_west,"52.55536761,13.19859324",,Hakenfelde,Spandau,west,13585
"Spandau, Johannesstift",tram,54,196554_west,"52.56762417,13.19178261",,Hakenfelde,Spandau,west,13587
Bhf. Zoo,tram,55,196555_west,"52.50719346,13.33262988",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Ernst-Reuter-Platz,tram,55,196556_west,"52.51159182,13.32257153",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10587
Otto-Suhr-Allee Ecke Leibnizstr.,tram,55,196557_west,"52.51465062,13.31519191",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Richard-Wagner-Platz,tram,55,196558_west,"52.51757062,13.30624812",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Luisenplatz,tram,55,196559_west,"52.52039497,13.29942701",,Charlottenburg,Charlottenburg-Wilmersdorf,west,14059
Osnabrückerstr. Ecke Tegelerweg,tram,55,196560_west,"52.52651985,13.29732033",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10589
Jakob-Kaiser-Platz,tram,55,196561_west,"52.53674528,13.29357089",,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,west,13627
Quellweg Ecke Nonnendammallee,tram,55,196562_west,"52.53662795,13.26837045",,Siemensstadt,Spandau,west,13629
Paulsternstr. Ecke Gartenfelderstr.,tram,55,196563_west,"52.54412196,13.24701046",,Haselhorst,Spandau,west,13599
Zitadellenweg Ecke Am Juliusturm,tram,55,196564_west,"52.53777974,13.21728515",,Haselhorst,Spandau,west,13599
Carl-Schurz-Str. Ecke Am Juliusturm,tram,55,196565_west,"52.53954502,13.20555083",,Spandau,Spandau,west,13597
Hafenplatz,tram,55,196566_west,"52.54229255,13.20620113",,Spandau,Spandau,west,13585
Hohenzollernring Ecke Neuendorferstr.,tram,55,196567_west,"52.55571250,13.20754149",,Hakenfelde,Spandau,west,13587
Hakenfelde,tram,55,196568_west,"52.57886010,13.21005780",,Hakenfelde,Spandau,west,13587
"Zoo, Kantstr.",tram,75,196569_west,"52.50528855,13.33160349",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Leibnizstr. Ecke Kantstr.,tram,75,196570_west,"52.50628812,13.31395372",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10625
Wilmersdorferstr. Ecke Kantstr.,tram,75,196571_west,"52.50669450,13.30667544",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Amtsgericht,tram,75,196572_west,"52.50682618,13.29739145",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Messedamm,tram,75,196573_west,"52.50641939,13.28039244",,Westend,Charlottenburg-Wilmersdorf,west,14055
Theodor-Heuss-Platz,tram,75,196574_west,"52.50948066,13.27259770",,Westend,Charlottenburg-Wilmersdorf,west,14052
Preußenallee Ecke Heerstr.,tram,75,196575_west,"52.50859211,13.25931279",,Westend,Charlottenburg-Wilmersdorf,west,14055
Reichssportfeldstr. Ecke Heerstr.,tram,75,196576_west,"52.50751473,13.24208670",,Westend,Charlottenburg-Wilmersdorf,west,14055
Stößenseebrücke,tram,75,196577_west,"52.50889437,13.21747597",,Westend,Charlottenburg-Wilmersdorf,west,14055
Pichelsdorferstr. Ecke Heerstr.,tram,75,196578_west,"52.51311471,13.19691856",,Wilhelmstadt,Spandau,west,13595
Seeburgerstr. Ecke Klosterstr.,tram,75,196579_west,"52.52914199,13.19558478",,Wilhelmstadt,Spandau,west,13595
Rathaus Spandau,tram,75,196580_west,"52.53488082,13.19905885",,Spandau,Spandau,west,13597
"Spandau, Markt",tram,75,196581_west,"52.53784350,13.20413543",,Spandau,Spandau,west,13597
Hafenplatz,tram,75,196582_west,"52.54229255,13.20620113",,Spandau,Spandau,west,13585
Hohenzollernring Ecke Neuendorferstr.,tram,75,196583_west,"52.55571250,13.20754149",,Hakenfelde,Spandau,west,13587
Hakenfelde,tram,75,196584_west,"52.57886010,13.21005780",,Hakenfelde,Spandau,west,13587
"Zoo, Kantstr.",tram,76,196585_west,"52.50528855,13.33160349",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Leibnizstr. Ecke Kantstr.,tram,76,196586_west,"52.50628812,13.31395372",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10625
Wilmersdorferstr. Ecke Kantstr.,tram,76,196587_west,"52.50669450,13.30667544",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Amtsgericht,tram,76,196588_west,"52.50682618,13.29739145",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Messedamm,tram,76,196589_west,"52.50641939,13.28039244",,Westend,Charlottenburg-Wilmersdorf,west,14055
Theodor-Heuss-Platz,tram,76,196590_west,"52.50948066,13.27259770",,Westend,Charlottenburg-Wilmersdorf,west,14052
Preußenallee Ecke Heerstr.,tram,76,196591_west,"52.50859211,13.25931279",,Westend,Charlottenburg-Wilmersdorf,west,14055
Reichssportfeldstr. Ecke Heerstr.,tram,76,196592_west,"52.50751473,13.24208670",,Westend,Charlottenburg-Wilmersdorf,west,14055
Stößenseebrücke,tram,76,196593_west,"52.50889437,13.21747597",,Westend,Charlottenburg-Wilmersdorf,west,14055
Pichelsdorferstr. Ecke Heerstr.,tram,76,196594_west,"52.51311471,13.19691856",,Wilhelmstadt,Spandau,west,13595
Seeburgerstr. Ecke Klosterstr.,tram,76,196595_west,"52.52914199,13.19558478",,Wilhelmstadt,Spandau,west,13595
Rathaus Spandau,tram,76,196596_west,"52.53488082,13.19905885",,Spandau,Spandau,west,13597
"Spandau, Markt",tram,76,196597_west,"52.53784350,13.20413543",,Spandau,Spandau,west,13597
Hafenplatz,tram,76,196598_west,"52.54229255,13.20620113",,Spandau,Spandau,west,13585
Hohenzollernring Ecke Schönwalderstr.,tram,76,196599_west,"52.55536761,13.19859324",,Hakenfelde,Spandau,west,13585
Johannesstift,tram,76,1965100_west,"52.56762417,13.19178261",,Hakenfelde,Spandau,west,13587
Lindenstr. Ecke Kochstr.,tram,96,1965101_west,"52.50708787,13.39827979",,Kreuzberg,Friedrichshain-Kreuzberg,west,10969
Mehringplatz,tram,96,1965102_west,"52.49792491,13.39108107",,Kreuzberg,Friedrichshain-Kreuzberg,west,10969
Yorckstr. Ecke Mehringdamm,tram,96,1965103_west,"52.49288890,13.38767014",,Kreuzberg,Friedrichshain-Kreuzberg,west,10961
U-Bhf. Flughafen,tram,96,1965104_west,"52.48477998,13.38596223",,Tempelhof,Tempelhof-Schöneberg,west,12101
Adolf-Scheidt-Platz,tram,96,1965105_west,"52.47819486,13.37836902",,Tempelhof,Tempelhof-Schöneberg,west,12101
Berlinickeplatz,tram,96,1965106_west,"52.46632968,13.37814469",,Tempelhof,Tempelhof-Schöneberg,west,12103
Attilaplatz,tram,96,1965107_west,"52.45549834,13.37561964",,Tempelhof,Tempelhof-Schöneberg,west,12105
Ringstr. Ecke Attilastr.,tram,96,1965108_west,"52.44731185,13.36209225",,Tempelhof,Tempelhof-Schöneberg,west,12105
"Lankwitz, Kirche",tram,96,1965109_west,"52.43629411,13.34577794",,Lankwitz,Steglitz-Zehlendorf,west,12247
Seydlitzstr. Ecke Kaiser-Wilhelm-Str.,tram,96,1965110_west,"52.43194429,13.33814378",,Lankwitz,Steglitz-Zehlendorf,west,12247
Kranoldplatz,tram,96,1965111_west,"52.42782085,13.32657579",,Lichterfelde,Steglitz-Zehlendorf,west,12209
Ostpreußendamm Ecke Morgensternstr.,tram,96,1965112_west,"52.42589579,13.31710731",,Lichterfelde,Steglitz-Zehlendorf,west,12207
Giesensdorferstr. Ecke Ostpreußendamm,tram,96,1965113_west,"52.42400572,13.31441951",,Lichterfelde,Steglitz-Zehlendorf,west,12207
"Lichterfelde, Goerzallee",tram,96,1965114_west,"52.41785382,13.28703404",,Lichterfelde,Steglitz-Zehlendorf,west,14167
Waldstr. Ecke Turmstr.,autobus,A1,1965115_west,"52.52720084,13.33052493",,Moabit,Mitte,west,10551
Gotzkowskybrücke,autobus,A1,1965116_west,"52.52381238,13.32972912",,Moabit,Mitte,west,10555
Dovebrücke,autobus,A1,1965117_west,"52.51943492,13.31929294",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10587
Otto-Suhr-Allee Ecke Cauerstr.,autobus,A1,1965118_west,"52.51467908,13.31513688",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10585
Kurfürstendamm Ecke Leibnizstr.,autobus,A1,1965119_west,"52.50064083,13.31300996",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10707
U-Bhf. Fehrbellinerplatz,autobus,A1,1965120_west,"52.49039093,13.31417746",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10707
Berlinerstr. Ecke Brandenburgischestr.,autobus,A1,1965121_west,"52.48649124,13.32038510",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Hildegardstr. Ecke Blissestr.,autobus,A1,1965122_west,"52.48181400,13.32032961",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10713
Detmolderstr. Ecke Blissestr.,autobus,A1,1965123_west,"52.47879433,13.32028118",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10713
Breitenbachplatz,autobus,A1,1965124_west,"52.46721972,13.30947349",,Dahlem,Steglitz-Zehlendorf,west,14195
Botanischer Garten,autobus,A1,1965125_west,"52.45859880,13.30343606",,Dahlem,Steglitz-Zehlendorf,west,14195
Pacelliallee/Thielallee,autobus,A1,1965126_west,"52.45822390,13.28702576",,Dahlem,Steglitz-Zehlendorf,west,14195
Clayallee Ecke Königin-Luise-Str.,autobus,A1,1965127_west,"52.46044681,13.27489827",,Dahlem,Steglitz-Zehlendorf,west,14195
U-Bhf. Oskar-Helene-Heim,autobus,A1,1965128_west,"52.45027901,13.27036199",,Dahlem,Steglitz-Zehlendorf,west,14195
Potsdamerstr. Ecke Clayallee,autobus,A1,1965129_west,"52.43505475,13.26040016",,Zehlendorf,Steglitz-Zehlendorf,west,14169
Rathaus Zehlendorf,autobus,A1,1965130_west,"52.43320752,13.25953192",,Zehlendorf,Steglitz-Zehlendorf,west,14169
Machnowerstr. Ecke Teltowerdamm,autobus,A1,1965131_west,"52.43081519,13.25928297",,Zehlendorf,Steglitz-Zehlendorf,west,14167
Beeskowdamm Ecke Teltowerstr.,autobus,A1,1965132_west,"52.40897892,13.26734680",,Zehlendorf,Steglitz-Zehlendorf,west,14167
Wismarerstr. Ecke Goerzallee,autobus,A1,1965133_west,"52.42196127,13.29845504",,Lichterfelde,Steglitz-Zehlendorf,west,12207
Lindenstr. Ecke Ostpreußendamm,autobus,A1,1965134_west,"52.41788577,13.30524076",,Lichterfelde,Steglitz-Zehlendorf,west,12207
"Bhf. Zoo, Hardenbergplatz",autobus,A2,1965135_west,"52.50696177,13.33308096",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10623
Spichernstr. Ecke Bundesallee,autobus,A2,1965136_west,"52.49595111,13.33077976",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10719
Berlinerstr. Ecke Bundesallee,autobus,A2,1965137_west,"52.48732427,13.33091399",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Bundesplatz,autobus,A2,1965138_west,"52.47867899,13.32860278",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Friedrich-Wilhelm-Platz,autobus,A2,1965139_west,"52.47128806,13.32836213",,Friedenau,Tempelhof-Schöneberg,west,12161
Schloßstr. Ecke Bundesallee,autobus,A2,1965140_west,"52.46494077,13.32851361",,Friedenau,Tempelhof-Schöneberg,west,12161
Feuerbachstr. Ecke Bismarckstr.,autobus,A2,1965141_west,"52.46451344,13.33892787",,Steglitz,Steglitz-Zehlendorf,west,12163
Bergstr. Ecke Bismarckstr.,autobus,A2,1965142_west,"52.45863817,13.33931462",nan+ nan,Steglitz,Steglitz-Zehlendorf,west,12169
Steglitzerdamm Ecke Halskestr.,autobus,A2,1965143_west,"52.45002165,13.34670705",,Steglitz,Steglitz-Zehlendorf,west,12169
Leonorenstr. Ecke Siemensstr.,autobus,A2,1965144_west,"52.44438058,13.33887527",,Lankwitz,Steglitz-Zehlendorf,west,12247
"Lankwitz, Kirche",autobus,A2,1965145_west,"52.43629187,13.34574539",,Lankwitz,Steglitz-Zehlendorf,west,12247
Havensteinstr. Ecke Gallwitzallee,autobus,A2,1965146_west,"52.43194849,13.34634331",,Lankwitz,Steglitz-Zehlendorf,west,12249
Lerbacherweg,autobus,A2,1965147_west,"52.42568639,13.34759454",,Lankwitz,Steglitz-Zehlendorf,west,12249
Trippsteinstrase Ecke Frankenhauserstr.,autobus,A2,1965148_west,"52.41708279,13.34765431",,Lankwitz,Steglitz-Zehlendorf,west,12249
Rathaus Zehlendorf,autobus,A3,1965149_west,"52.43320752,13.25953192",,Zehlendorf,Steglitz-Zehlendorf,west,14169
Winfriedstr. Ecke Clayallee,autobus,A3,1965150_west,"52.43922363,13.26287811",,Zehlendorf,Steglitz-Zehlendorf,west,14169
Sundgauerstr. Ecke Clayallee,autobus,A3,1965151_west,"52.44557392,13.26767122",,Zehlendorf,Steglitz-Zehlendorf,west,14169
U-Bhf. Oskar-Helene-Heim,autobus,A3,1965152_west,"52.45027901,13.27036199",,Dahlem,Steglitz-Zehlendorf,west,14195
U-Bhf. Onkel-Toms-Hütte,autobus,A3,1965153_west,"52.45007713,13.25127259",,Zehlendorf,Steglitz-Zehlendorf,west,14169
U-Bhf. Krumme Lanke,autobus,A3,1965154_west,"52.44361298,13.24100643",,Zehlendorf,Steglitz-Zehlendorf,west,14163
Lindenthalerallee Ecke Argentischestr.,autobus,A3,1965155_west,"52.43767236,13.23234537",,Zehlendorf,Steglitz-Zehlendorf,west,14163
Spanischeallee Ecke Potsdamerschaussee,autobus,A3,1965156_west,"52.42962237,13.22400734",,Nikolassee,Steglitz-Zehlendorf,west,14129
Schopenhauerstr. Ecke Spanischeallee,autobus,A3,1965157_west,"52.43394923,13.21204795",,Nikolassee,Steglitz-Zehlendorf,west,14129
Borussenstr. Ecke Spanischeallee,autobus,A3,1965158_west,"52.43382331,13.19324567",,Nikolassee,Steglitz-Zehlendorf,west,14129
Am Beelitzhof Ecke Kronprinzessinnenweg,autobus,A3,1965159_west,"52.43221622,13.18668380",,Nikolassee,Steglitz-Zehlendorf,west,14129
Bhf. Wannsee,autobus,A3,1965160_west,"52.42151302,13.17810257",,Wannsee,Steglitz-Zehlendorf,west,14109
Am Großen Wannssee Ecke Königstr.,autobus,A3,1965161_west,"52.42050256,13.16717980",,Wannsee,Steglitz-Zehlendorf,west,14109
Pfaueninselchaussee Ecke Königstr.,autobus,A3,1965162_west,"52.41883990,13.15300828",,Wannsee,Steglitz-Zehlendorf,west,14109
Rathaus Wannsee,autobus,A3,1965163_west,"52.41844013,13.14887249",,Wannsee,Steglitz-Zehlendorf,west,14109
"Stölpchensee, Wilhelmplatz",autobus,A3,1965164_west,"52.41240583,13.14164452",,Wannsee,Steglitz-Zehlendorf,west,14109
"Neu-Westend, Brixplatz",autobus,A4,1965165_west,"52.51950863,13.25638651",,Westend,Charlottenburg-Wilmersdorf,west,14052
Theodor-Heuss-Platz,autobus,A4,1965166_west,"52.50937134,13.27256472",,Westend,Charlottenburg-Wilmersdorf,west,14052
Messedamm,autobus,A4,1965167_west,"52.50446815,13.27941210",,Westend,Charlottenburg-Wilmersdorf,west,14055
Henriettenplatz,autobus,A4,1965168_west,"52.49701780,13.29033951",,Halensee,Charlottenburg-Wilmersdorf,west,10711
Hochmeisterplatz,autobus,A4,1965169_west,"52.49468638,13.30125468",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10709
U-Bhf. Fehrbellinerplatz,autobus,A4,1965170_west,"52.49039093,13.31417746",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10707
Berlinerstr. Ecke Uhlandstr.,autobus,A4,1965171_west,"52.48647343,13.32250152",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Bundesallee Ecke Badenschestr.,autobus,A4,1965172_west,"52.48612222,13.33105202",,Wilmersdorf,Charlottenburg-Wilmersdorf,west,10715
Rathaus Schöneberg,autobus,A4,1965173_west,"52.48515474,13.34508660",,Schöneberg,Tempelhof-Schöneberg,west,10825
Innsbruckerplatz,autobus,A4,1965174_west,"52.47854551,13.34405869",,Schöneberg,Tempelhof-Schöneberg,west,10827
Hauptstr. Ecke Dominicusstr.,autobus,A4,1965175_west,"52.48178378,13.34841821",",+nan",Schöneberg,Tempelhof-Schöneberg,west,10827
Kaiser-Wilhelm-Platz,autobus,A4,1965176_west,"52.48632925,13.35655627",,Schöneberg,Tempelhof-Schöneberg,west,10827
Dudenstr. Ecke Katzbachstr.,autobus,A4,1965177_west,"52.48503402,13.37659343",,Kreuzberg,Friedrichshain-Kreuzberg,west,10965
U-Bhf. Flughafen,autobus,A4,1965178_west,"52.48488596,13.38599655",,Kreuzberg,Friedrichshain-Kreuzberg,west,10965
Columbiadamm Ecke Friesenstr.,autobus,A4,1965179_west,"52.48396787,13.39436897",,Kreuzberg,Friedrichshain-Kreuzberg,west,10965
Flughafenstr. Ecke Hermannstr.,autobus,A4,1965180_west,"52.48071391,13.42508430",,Neukölln,Neukölln,west,12049
Kienitzerstr. Ecke Karl-Marx-Str.,autobus,A4,1965181_west,"52.47761763,13.43849396",,Neukölln,Neukölln,west,12043
Sonnenallee Ecke Erkstr.,autobus,A4,1965182_west,"52.48167462,13.44010366",,Neukölln,Neukölln,west,12045
Harzerstr. Ecke Elsenstr.,autobus,A4,1965183_west,"52.48508524,13.44890845",,Neukölln,Neukölln,west,12059
Machandelweg,autobus,A5,1965184_west,"52.52483520,13.24567178",,Spandau,Spandau,west,13597
U-Bhf. Ruhleben,autobus,A5,1965185_west,"52.52596833,13.24147858",,Spandau,Spandau,west,13597
Teltowerstr. Ecke Ruhlebenerstr.,autobus,A5,1965186_west,"52.52649488,13.21644671",,Wilhelmstadt,Spandau,west,13597
Stresowplatz,autobus,A5,1965187_west,"52.53362878,13.20678183",,Spandau,Spandau,west,13597
Breite Straße Ecke Charlottenstraße,autobus,A5,1965188_west,"52.53614601,13.20442667",,Spandau,Spandau,west,13597
Rathaus Spandau,autobus,A5,1965189_west,"52.53457836,13.19949094",,Spandau,Spandau,west,13597
Zeppelinstr. Ecke Seegefelderstr.,autobus,A5,1965190_west,"52.53843134,13.18241060",,Spandau,Spandau,west,13583
Falkenseerchaussee Ecke Zeppelinstr.,autobus,A5,1965191_west,"52.54753513,13.18466337",,Falkenhagener Feld,Spandau,west,13583
Waldkrankenhaus,autobus,A5,1965192_west,"52.56214543,13.15834009",,Falkenhagener Feld,Spandau,west,13589
"Spandau, Landesnervenklinik",autobus,A5,1965193_west,"52.56341330,13.15430729",,Falkenhagener Feld,Spandau,west,13589
S-Bhf. Wannsee,autobus,A6,1965194_west,"52.42146076,13.17811897",,Wannsee,Steglitz-Zehlendorf,west,14109
Königstr. Ecke Kronprinzessinnenweg,autobus,A6,1965195_west,"52.41993325,13.17531239",,Wannsee,Steglitz-Zehlendorf,west,14109
Pfaueninselschaussee Ecke Königstr.,autobus,A6,1965196_west,"52.41884731,13.15300813",,Wannsee,Steglitz-Zehlendorf,west,14109
Rathaus Wannsee,autobus,A6,1965197_west,"52.41844013,13.14887249",,Wannsee,Steglitz-Zehlendorf,west,14109
Friedenstr. Ecke Königstr.,autobus,A6,1965198_west,"52.41722225,13.13897505",,Wannsee,Steglitz-Zehlendorf,west,14109
Schäferberg,autobus,A6,1965199_west,"52.41562662,13.12630868",,Wannsee,Steglitz-Zehlendorf,west,14109
Nikolskoerweg Ecke Königstr.,autobus,A6,1965200_west,"52.41402767,13.10923663",,Wannsee,Steglitz-Zehlendorf,west,14109
Glienicker Brücke,autobus,A6,1965201_west,"52.41347409,13.09123588",,Wannsee,Steglitz-Zehlendorf,west,14109
"Haselhorst, Kirche",autobus,A10,1965202_west,"52.54682818,13.23706589",,Haselhorst,Spandau,west,13599
Paulsternstr. Ecke Nonnendamm,autobus,A10,1965203_west,"52.53816278,13.24773062",,Haselhorst,Spandau,west,13599
Verwaltungs-Gebaüde,autobus,A10,1965204_west,"52.53706333,13.26228517",,Siemensstadt,Spandau,west,13629
Spandauerdamm Ecke Fürstenbrunnerweg,autobus,A10,1965205_west,"52.51839041,13.28021290",,Westend,Charlottenburg-Wilmersdorf,west,14059
U-Bhf. Kaiserdamm,autobus,A10,1965206_west,"52.50999451,13.28180313",,Westend,Charlottenburg-Wilmersdorf,west,14057
Masurenallee Ecke Messedamm,autobus,A10,1965207_west,"52.50646272,13.28040040",,Westend,Charlottenburg-Wilmersdorf,west,14057
Amtsgericht,autobus,A10,1965208_west,"52.50682618,13.29739145",,Charlottenburg,Charlottenburg-Wilmersdorf,west,10627
Kurfürstendamm Ecke Joachim-Friedrichstr.,autobus,A10,1965209_west,"52.49800512,13.29619975",,Halensee,Charlottenburg-Wilmersdorf,west,10711
Henriettenplatz,autobus,A10,1965210_west,"52.49701780,13.29033951",,Halensee,Charlottenburg-Wilmersdorf,west,10711
Rathenauplatz,autobus,A10,1965211_west,"52.49561135,13.28657375",,Halensee,Charlottenburg-Wilmersdorf,west,10711
