,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
20,Alt-Schmöckwitz,strassenbahn,['86'],"52.3752767,13.649549",Q66459540,['86']+ 86+ 86+ 86,nan+ Alt-Schmöckwitz+ Alt-Schmöckwitz+ Alt-Schmöckwitz
21,Alt-Stralau,strassenbahn,['82'],,,,
22,Alt-Tegel,strassenbahn,"['29', '28']",,,,
23,Alt-Tempelhof Ecke Meanteuffelstrasse,strassenbahn,['95'],,,,
24,Alt-Tempelhof Ecke Tempelhofer Damm,strassenbahn,"['99', '98', '96']","52.465914246760505, 13.385603415873367",nan,['96'],nan
25,Altes Chausseehaus,bus,['A39'],,,,
26,Am Knie,bus,['A2'],"52.512731625753695, 13.321879176786634",nan,['A2'],nan
27,Am Pilz,bus,['A12'],"52.64251497264632, 13.300908054411988",nan,A15,nan
28,Am Vierrutenberg,bus,['A35'],"52.613535544271876, 13.343827205969221",nan,['A20'],nan
29,Amtsgericht,strassenbahn,['75'],"52.50682617853116, 13.297391449613752",nan,"['75']+ 76,75+ 75,76+ 75,76",nan+ Amtsgericht+ Amtsgericht+ Amtsgericht
30,Amtsgerichtsplatz,strassenbahn,['60'],,,,
31,Andreasplatz,strassenbahn,['1'],,,,
32,Anhalter Bahnhof,s-bahn,"['KBS 105', 'KBS 104', 'KBS 105b', 'KBS 106']","52.503055555556,13.381944444444",Q111324573,"['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e",nan+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof
33,Anhalter Bahnhof,strassenbahn,['88'],"52.50453275122, 13.382326534592197",nan,['88']+ 88,nan+ Anhalter Bahnhof
34,Anhalter Bhf.,strassenbahn,"['76', '21']",,,,
35,Antonplatz,strassenbahn,"['73', '74', '70', '72']","52.5484803,13.4517416",Q65548849,"['70', '74', '3', '72']+ 74,70,74E,72,3+ 3,70,72,74E,74+ 72,74E,3,74,70",nan+ Antonplatz+ Antonplatz+ Antonplatz
36,"Arnswalder Platz, Elbingerstrasse",bus,['A19'],,,,
37,Attilaplatz,strassenbahn,"['95', '96']","52.455498340147045, 13.375619638525905",nan,"['95', '96']+ 95,96+ 96+ 96",nan+ Attilaplatz+ Attilaplatz+ Attilaplatz
38,Augustenburger Platz,bus,['A16'],"52.542186362228115, 13.34942313975666",nan,['A16']+ A64,nan+ nan
39,Augustenburger Platz (Virchow-Krankenhaus),strassenbahn,['23'],,,,
40,Ausstellungshallen,strassenbahn,['75'],,,,
41,Babelsberg,s-bahn,['KBS 102'],"52.3914,13.0928",Q801326,['KBS 102']+ KBS 102+ KBS 102,nan+ Potsdam-Babelsberg station+ Potsdam-Babelsberg station
42,Badewiese Ecke Kladower Damm,bus,['A34'],"52.47885441421296, 13.179170959997965",nan,"['A35', 'A34']",nan
43,Badstrasse Ecke Pankstrasse,strassenbahn,"['36', '23']",,,,
44,Bahnhof Friedrichstrasse,u-bahn,['C I'],,,,
45,Bahnhof Lichtenberg,u-bahn,['E'],,,,
46,Bahnhof Wedding,u-bahn,['C I'],"52.5425,13.366111",Q4018733,"['C I']+ C I,C II+ C I+ C I",nan+ U-Bahnhof Wedding+ U-Bahnhof Wedding+ U-Bahnhof Wedding
47,Bahnhofstrasse Ecke Lindenstrasse,bus,['A27'],"52.45096281111, 13.572146868709519",nan,['A27']+ A27+ A27+ A27,nan+ Bahnhofstrasse Ecke Lindenstrasse+ Bahnhofstrasse Ecke Lindenstrasse+ Bahnhofstrasse Ecke Lindenstrasse
48,Baselerstrasse,strassenbahn,['77'],"52.43778761993494, 13.295382291568542",nan,"['77', '78']",nan
49,Baumschulenstrasse,strassenbahn,['91'],"52.469081846595664, 13.491329912138305",nan,"['92', '91']+ 92+ 95,92+ 92,95",nan+ Baumschulenstrasse Ecke Köpenicker Landstrasse+ Baumschulenstrasse Ecke Köpenicker Landstrasse+ Baumschulenstrasse Ecke Köpenicker Landstrasse
50,Baumschulenstrasse Ecke Köpenicker Landstrasse,strassenbahn,"['92', '87']",,,,
51,Baumschulenweg,s-bahn,"['KBS 100a', 'KBS 103']","52.4675,13.489722",Q324336,"['KBS 103a', 'KBS 100a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100a+ KBS 103,KBS 103a,KBS 100a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a",nan+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station
52,Bayerischer Platz,strassenbahn,"['60', '3']",,,,
53,Bayerischer Platz,u-bahn,['B I'],"52.488333333333,13.340277777778",Q668574,['B II']+ B III+ B III+ B I,nan+ Bayerischer Platz station+ Bayerischer Platz station+ Bayerischer Platz station
54,Bellevue,s-bahn,"['KBS 101', 'KBS 103', 'KBS 102']","52.52,13.348055555556",Q374018,"['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g",nan+ Berlin Bellevue station+ Berlin Bellevue station+ Berlin Bellevue station
55,Berliner Allee Ecke Wörthstrasse,bus,['A45'],,,,
56,Berlinerstrasse,bus,['A2'],,,,
57,Berlinerstrasse Ecke Bahnhofstrasse,bus,['A15'],,,,
58,Berlinerstrasse Ecke Bernauerstrasse,bus,['A13'],"52.576291888956334, 13.29470160184664",nan,['A13'],nan
59,Berlinerstrasse Ecke Blissestrasse,strassenbahn,['44'],"52.48648462511159, 13.320423728961352",nan,['44'],nan
60,Berlinerstrasse Ecke Bundes Allee,strassenbahn,['78'],,,,
61,Berlinerstrasse Ecke Cauerstrasse,bus,['A1 (Obus)'],,,,
62,Berlinerstrasse Ecke Clayallee,bus,['A1 (Obus)'],,,,
63,Berlinerstrasse Ecke Kissingenstrasse,bus,['A45'],,,,
64,Berlinerstrasse Ecke Langhans Allee,strassenbahn,['3'],,,,
65,Berlinerstrasse Ecke Scharnweberstrasse,strassenbahn,"['29', '68', '25', '28']",,,,
66,Berlinerstrasse Ecke Schloßstrasse,bus,['A14'],,,,
67,Berlinerstrasse Ecke Seehofstrasse,bus,"['A3E', 'A10']",,,,
68,Berlinerstrasse Ecke Uhlandstrasse,strassenbahn,['51'],"52.48648936437959, 13.322515759458744",nan,['51'],nan
69,Berlinerstrasse Ecke Wilmersdorferstrasse,strassenbahn,"['55', '3']",,,,
70,Berlinerstrasse Ecke Wismarerstrasse,strassenbahn,['96'],,,,
71,Bernau (b Bln),s-bahn,['KBS 106'],"52.6763,13.5931",Q479789,['KBS 106']+ KBS 106+ KBS 106+ KBS 106,nan+ Bernau bei Berlin station+ Bernau bei Berlin station+ Bernau bei Berlin station
72,Bernauer Str.,u-bahn,['D'],"52.5375,13.396666666667",Q689293,['D']+ D,nan+ Bernauer Straße station
73,Bernauerstrasse (Gaswerke),strassenbahn,"['29', '41', '25', '28']",,,,
74,Bernauerstrasse Ecke Seidelstrasse,bus,['A15'],,,,
75,Bersarinplatz,strassenbahn,['14'],"52.519215,13.4525257",Q65706258,"['13', '4']+ 4,13+ 13,4+ 4,13",nan+ Bersarinplatz+ Bersarinplatz+ Bersarinplatz
76,Bersarinstrasse,strassenbahn,['13'],,,,
77,Bersarinstrasse,u-bahn,['E'],,,,
78,Bersarinstrasse Ecke Warschauerstrasse,strassenbahn,['14'],,,,
79,Betriebsbahnhof Rummelsburg,s-bahn,['KBS 102'],"52.4939,13.4978",Q829009,['KBS 102']+ KBS 102+ KBS 102+ KBS 102,nan+ Betriebsbahnhof Rummelsburg station+ Betriebsbahnhof Rummelsburg station+ Betriebsbahnhof Rummelsburg station
80,Betriebsbahnhof Schöneweide,s-bahn,"['KBS 100a', 'KBS 103']","52.44676,13.52391",Q4526101,"['KBS 100a', 'KBS 103']+ KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 106a,KBS 103,KBS 103a",nan+ Berlin-Johannisthal railway station+ Berlin-Johannisthal railway station+ Berlin-Johannisthal railway station
81,Beusselstr.,s-bahn,['KBS 100'],"52.534444444444,13.329166666667",Q323219,"['KBS 100', 'KBS 103a']+ KBS 100c,KBS 103a,KBS 100+ KBS 100+ KBS 100a,KBS 100",nan+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ Berlin Beusselstraße station
82,Bhf. Adlershof,strassenbahn,['84'],,,,
83,Bhf. Ahrensfelde,bus,['A39'],"52.571313719653176, 13.566341546222308",nan,['A46'],nan
84,Bhf. Alexanderplatz,bus,['A19'],"52.521287385126946, 13.413242035902146",nan,['A9'],nan
85,Bhf. Botanischer Garten,strassenbahn,['77'],"52.44730098506532, 13.3083006582632",nan,"['77', '78']+ 77,78+ 77,78",nan+ Bhf. Botanischer Garten+ Bhf. Botanischer Garten
86,Bhf. Dimitroffstrasse,strassenbahn,['46'],,,,
87,Bhf. Friedrichsfelde-Ost,bus,['A43'],,,,
88,Bhf. Friedrichshagen,strassenbahn,"['84', '87']",,,,
89,Bhf. Friedrichstrasse,bus,['A19'],"52.5205606637086, 13.388231915342985",nan,"A9,A57+ A57,A9+ A57,A9,A59",Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse
90,Bhf. Frohnau,bus,['A12'],"52.63311782571585, 13.28947655939645",nan,"['A12', 'A15', 'A12S']+ A12,A15,A12S+ A15,A12",nan+ Bhf. Frohnau+ Bhf. Frohnau
91,Bhf. Gesundbrunnen,strassenbahn,"['36', '24', '29', '28']","52.54913505997412, 13.38715173368261",nan,"['36', '28', '29', '24']+ 25",nan+ Bhf. Gesundbrunnen
92,Bhf. Grenzallee,strassenbahn,['26'],,,,
93,Bhf. Grünau,bus,['A38'],,,,
94,Bhf. Grünau,strassenbahn,['86'],"52.413493,13.5746802",Q62470512,['86']+ 86,nan+ S-Bahnhof Grünau (tram stop)
95,Bhf. Halensee,bus,['A10'],"52.496865585452014, 13.289557340809273",nan,"['A19', 'A4', 'A29', 'A10']+ A66,A4,A69,A19,A29,A10+ A10,A29,A4,A19,A69",nan+ Bhf. Halensee+ Bhf. Halensee
96,Bhf. Halensee,strassenbahn,"['76', '76E']",,,,
97,Bhf. Heerstrasse,strassenbahn,['75'],"52.50857975740797, 13.258353900023156",nan,"['75']+ 76,75+ 75,76",nan+ Bhf. Heerstrasse+ Bhf. Heerstrasse
98,Bhf. Hermannstrasse,strassenbahn,['27'],"52.4676866643192, 13.431210901516543",nan,['27']+ 27+ 27,nan+ Bhf. Hermannstrasse+ Bhf. Hermannstrasse
99,Bhf. Hohenzollerndamm,strassenbahn,['57'],,,,
100,Bhf. Jannowitzbrücke,strassenbahn,"['64', '82']","52.51476676652865, 13.417918697531025",nan,"['11', '64']",nan
101,Bhf. Jungfernheide,strassenbahn,"['35', '55']","52.53103413649224, 13.300559481238167",nan,"['35', '55']+ 35,55+ 55",nan+ Bhf. Jungfernheide+ Bhf. Jungfernheide
102,Bhf. Kaulsdorf,bus,['A27'],,,,
103,Bhf. Köpenick,bus,['A27'],,,,
104,Bhf. Köpenick,strassenbahn,['86'],"52.4582153,13.5790435",Q66370784,83,nan
105,Bhf. Leinestrasse,strassenbahn,['27'],,,,
106,Bhf. Lichtenberg,bus,['A37'],"52.5112875601879, 13.499591119128855",nan,"['A37', 'O37', 'O30']+ O37,O30+ O30,O37+ O37,O30",nan+ Bhf. Lichtenberg+ Bhf. Lichtenberg+ Bhf. Lichtenberg
107,Bhf. Lichtenrade,strassenbahn,['99'],"52.38669305818232, 13.39694576786419",nan,['99']+ 99,nan+ Bhf. Lichtenrade
108,Bhf. Lichterfelde-Ost,bus,"['A11', 'A17']","52.42911680950547, 13.329847267881705",nan,['A11']+ A11+ A11,nan+ Bhf. Lichterfelde-Ost+ Bhf. Lichterfelde-Ost
109,Bhf. Lichterfelde-Ost,strassenbahn,['73'],"52.4289149405705, 13.329002919186095",nan,"['73']+ 73,96+ 73,96",nan+ Bhf. Lichterfelde-Ost+ Bhf. Lichterfelde-Ost
110,Bhf. Lichterfelde-West,bus,['A11'],"52.44397675869793, 13.295628699942629",nan,['A11']+ A11+ A11+ A11,nan+ Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West
111,Bhf. Lichterfelde-West,strassenbahn,['77'],"52.442695165817675, 13.297046489476738",nan,"['77', '78']+ 77,78+ 77,78",nan+ Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West
112,"Bhf. Mahlsdorf, Wodanstrasse",bus,['A44'],,,,
113,Bhf. Mariendorf,bus,['A33 (Obus)'],"52.446757741789085, 13.360550212856184",nan,['A33 (Obus)']+ A33+ A33,nan+ Bhf. Mariendorf (Attilastrasse)+ Bhf. Mariendorf (Attilastrasse)
114,Bhf. Marienfelde,bus,['A32 (Obus)'],"52.42342246533686, 13.374664175181172",nan,"['A32 (Obus)']+ A32+ A32,A77+ A77,A32",nan+ Bhf. Marienfelde+ Bhf. Marienfelde+ Bhf. Marienfelde
115,Bhf. Neukölln,strassenbahn,['15'],"52.469429556071695, 13.441761396090287",nan,6,Bhf. Neukölln
116,Bhf. Nikolassee,bus,['A3'],"52.43378197004219, 13.193152057415048",nan,['A3']+ A3+ A3,nan+ Bhf. Nikolassee+ Bhf. Nikolassee
117,"Bhf. Oberspree, Sedanstrasse",strassenbahn,['92'],,,,
118,Bhf. Pankow-Heinersdorf,strassenbahn,['24'],,,,
119,Bhf. Schmargendorf,strassenbahn,['51'],,,,
120,Bhf. Schöneweide,strassenbahn,['92'],"52.45640818289644, 13.509916574756422",nan,"['69']+ 87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95",nan+ Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide
121,Bhf. Schönhauser Allee,strassenbahn,['46'],,,,
122,Bhf. Sonnenallee,strassenbahn,['15'],"52.47414312526527, 13.455499525035636",nan,"['15', '94', '95']+ 95,15+ 15,95",nan+ Bhf. Sonnenallee+ Bhf. Sonnenallee
123,Bhf. Spandau,bus,['A31'],"52.53480116953711, 13.199406530019054",nan,['A31'],nan
124,Bhf. Spandau,strassenbahn,['54'],"52.53469533777715, 13.199489615484376",nan,"['54']+ 53,54",nan+ nan
125,Bhf. Spandau-West,strassenbahn,['55'],,,,
126,Bhf. Staaken,bus,['A31'],,,,
127,Bhf. Steglitz,bus,['A33 (Obus)'],"52.4567389564548, 13.32114701824465",nan,"['A33 (Obus)']+ A33,A68+ A33",nan+ Bhf. Steglitz+ Bhf. Steglitz
128,Bhf. Steglitz,strassenbahn,['44'],"52.45628485348418, 13.322383851748043",nan,"['44', '40']+ 44",nan+ Bhf. Steglitz
129,Bhf. Südende,bus,['A33 (Obus)'],"52.44906892859584, 13.354097834514832",nan,['A33 (Obus)']+ A33+ A33,nan+ Bhf. Südende+ Bhf. Südende
130,Bhf. Tegel,bus,"['A14', 'A15', 'A13']","52.58863500559534, 13.28998515086127",nan,"['A13', 'A20']",nan
131,Bhf. Tempelhof,strassenbahn,"['99', '96']","52.470773327648985, 13.385638027802058",nan,['99'],nan
132,Bhf. Vinetastrasse,strassenbahn,['46'],,,,
133,Bhf. Waidmannslust,bus,['A35'],"52.60711750606285, 13.32022370793147",nan,['A20']+ A20+ A20,nan+ Bhf. Waidmannslust+ Bhf. Waidmannslust
134,Bhf. Wannsee,bus,['A3'],"52.42151302311533, 13.17810256503659",nan,"['A6', 'A51', 'A3']+ A6,A51,A3+ A3,A51,A6+ AS4,A3,A51,A6",nan+ Bhf. Wannsee+ Bhf. Wannsee+ Bhf. Wannsee
135,Bhf. Wittenau,bus,['A15'],"52.59721246906266, 13.332631469768408",nan,['A15']+ A15+ A15,nan+ Bhf. Wittenau+ Bhf. Wittenau
136,Bhf. Wollankstrasse,strassenbahn,['24'],"52.56476177190086, 13.393786862899335",nan,"['23', '24']",nan
137,Bhf. Wollankstrasse (Grenze),strassenbahn,['23'],,,,
138,Bhf. Zehlendorf,bus,"['A1 (Obus)', 'A10']","52.43121177777893, 13.259164408129196",nan,"['A1', 'A3E', 'A10']+ A1,A53+ A1,A53",nan+ Bhf. Zehlendorf+ Bhf. Zehlendorf
139,Bhf. Zehlendorf-West,bus,['A3'],"52.43749073325525, 13.232184039572378",nan,['A3'],nan
140,Bhf. Zoo,bus,['A2'],"52.506232782829265, 13.332362081097921",nan,"['A2', 'A25']+ A25,AS3,A2,AS2,A62,AS1+ A73,AS2,AS3,A25,A62,AS1,A2+ A2,A62,AS2s,A25,AS3s,AS4,A73,AS1s",nan+ Bhf. Zoo+ Bhf. Zoo+ Bhf. Zoo
141,Bhf. Zoo,strassenbahn,"['78', '2', '51', '55', '25', '75', '76E', '77', '76', '6']","52.50719345524868, 13.332629878993917",nan,"['6', '51', '25', '2', '55', '77', '78', '54']+ 77,78,54,25,55,6,2,53+ 2,55,77,78+ 55",nan+ Bhf. Zoo+ Bhf. Zoo+ Bhf. Zoo
142,Biesdorf,s-bahn,['KBS 101'],"52.5131,13.5554",Q4892357,['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station
143,Birkbuschstrasse Ecke Siemensstrasse,strassenbahn,['44'],"52.442440684586664, 13.332088961364885",nan,['44'],nan
144,Birkenwerder,s-bahn,['KBS 104'],"52.6885,13.2888",Q2343634,['KBS 104']+ KBS 104+ KBS 104+ KBS 104,nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station
145,Bismarckplatz,bus,['A7'],"52.492064537089135, 13.28493897027407",nan,"['A29']+ A69,A66,A29+ A29+ A29",nan+ Bismarckplatz+ Bismarckplatz+ Bismarckplatz
146,Bismarckplatz,strassenbahn,['23'],,,,
147,Bismarckstrasse Ecke Kaiser-Wilhelm-Strasse,strassenbahn,['46'],,,,
148,Bismarckstrasse Ecke Seckenderstrasse,bus,['A45'],,,,
149,"Blanenfelde, Hauptstrasse",bus,['A7'],,,,
150,Blankenburg,s-bahn,['KBS 106'],"52.5915,13.4435",Q800469,"['KBS 106', 'KBS 100b']+ KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106",nan+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station
151,Blankenburger Weiche,strassenbahn,['24'],"52.59393771117341, 13.432128114084042",nan,49,Blankenburger Weiche
152,Blankenfelde (Kr. Teltow),s-bahn,['KBS 105b'],,,,
153,Boddinstr.,u-bahn,['D'],"52.48,13.425277777778",Q819495,['D']+ D+ D+ D,nan+ Boddinstraße+ Boddinstraße+ Boddinstraße
154,"Bohnsdorf, Kirche",bus,['A36'],"52.39948771402893, 13.555574431978044",nan,['A36']+ AD/36+ AD/36+ A36,"nan+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche"
155,Bootshaus,strassenbahn,['86'],,,,
156,Borgsdorf,s-bahn,['KBS 104'],"52.7155,13.2764",Q4093486,['KBS 104']+ KBS 104+ KBS 104+ KBS 104,nan+ Borgsdorf station+ Borgsdorf station+ Borgsdorf station
157,Bornholmer Str.,s-bahn,"['KBS 105', 'KBS 104', 'KBS 106']","52.554287,13.397985",Q32662318,"['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104",nan+ Berlin Bornholmer Straße station
158,Bornholmerstrasse/Wisbyerstrasse,strassenbahn,['46'],,,,
159,Borsigweg Ecke Schubstrasse,bus,['A15'],,,,
160,Botanischer Garten,s-bahn,['KBS 104'],"52.44806,13.30722",Q800498,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station
161,Boxhagener strasse Ecke Bersarinstrasse,strassenbahn,['4'],,,,
162,Boxhagenerstrasse,strassenbahn,['3'],,,,
163,Brandenburger Tor,strassenbahn,['21'],,,,
164,Breitenbachplatz,bus,['A32 (Obus)'],"52.467219717443385, 13.309473490660878",nan,"['A1', 'A32 (Obus)', 'A16']+ A16,A1,A32+ A1,A32,A16+ A1,A16,A32",nan+ Breitenbachplatz+ Breitenbachplatz+ Breitenbachplatz
165,Breitenbachplatz,u-bahn,['A II'],"52.466388888889,13.308055555556",Q571339,"['A II']+ B II,A II+ A II,B II+ A II",nan+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ Breitenbachplatz metro station
166,Breitenbachstrasse Ecke Eichborndamm,bus,['A15'],"52.57783789535704, 13.314837431368987",nan,A15,nan
167,Breitestrasse,strassenbahn,['82'],,,,
168,Breitestrasse Ecke Berlinerstrasse,bus,['A45'],,,,
169,Breitestrasse Ecke Berlinerstrasse,strassenbahn,['46'],,,,
170,Breitestrasse Ecke Wollankstrasse,bus,['A45'],,,,
171,Brunnenstrasse Ecke Veteranenstrasse,strassenbahn,['70'],,,,
172,Brückenstrasse/Neanderstrasse,strassenbahn,['1'],,,,
173,Buch,s-bahn,['KBS 106'],"52.6359,13.4917",Q4892359,['KBS 106']+ KBS 106+ KBS 106+ KBS 106,nan+ Berlin-Buch station+ Berlin-Buch station+ Berlin-Buch station
174,"Buch, Zepernickerstrasse (Ludwig-Hoffmann-Krankenhaus)",bus,['A42'],,,,
175,"Buchholz, Hauptstrasse",strassenbahn,"['49', '24']","52.619072064369824, 13.393383358408967",nan,49+ 49+ 49,"Buchholz, Hauptstrasse+ Buchholz, Hauptstrasse+ Buchholz, Hauptstrasse"
176,"Buckow-West, Alt-Buckow",strassenbahn,['27'],,,,
177,Buckower Ch.,s-bahn,['KBS 105b'],"52.4103,13.3829",Q800499,['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ Buckower Chaussee station+ Buckower Chaussee station+ Buckower Chaussee station
178,Bundesallee Ecke Berliner Strasse,strassenbahn,['77'],"52.48733630342845, 13.331014163134173",nan,"['77', '3', '60', '78']+ 77,3,78,60",nan+ Bundesallee Ecke Berliner Strasse 
179,Bundesallee Ecke Berlinerstrasse,strassenbahn,['60'],,,,
180,Bundesallee Ecke Brandenburgischestrasse,strassenbahn,['3'],,,,
181,Bundesplatz,bus,"['A2', 'A16']","52.478678991134835, 13.32860278411238+52.47869393029977, 13.328448766668432",nan,"['A2', 'A16']+ A25,A2,AS2,A16,A65+ AS2,A25,A65,A16,A2+ A2,AS2s,A25,A16,A81,A86,A65+ A85",nan+ Bundesplatz+ Bundesplatz+ Bundesplatz+ nan
182,Bundesplatz,strassenbahn,"['78', '44', '77']","52.4777799057296, 13.328566193541166",nan,"['77', '44', '78']+ 77,78,44+ 77,78",nan+ Bundesplatz+ Bundesplatz
183,Buschallee Ecke Berliner Allee,bus,['A39'],,,,
184,Buschkrug Ecke Bloaschkoallee,strassenbahn,['47'],,,,
185,Buschkrugallee Ecke Blaschkoallee,strassenbahn,['26'],,,,
186,Bülowstr.,u-bahn,['A I'],"52.497552777778,13.363419444444",Q374881,"['A I']+ A I,A II+ A I",nan+ Bülowstraße metro station+ Bülowstraße metro station
187,Chamnitzerstrasse Ecke Ulmenstrasse,bus,['A8'],,,,
188,Charlottenburg,s-bahn,"['KBS 101', 'KBS 103', 'KBS 102']","52.504722222222,13.303333333333",Q111326217,"['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k",nan+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg
189,Charlottenstrasse Ecke Taubenstrasse,strassenbahn,['72'],"52.513122303707654, 13.391373467504213",nan,"['74', '72']",nan
190,Charlottenstrasse Ecke Unter den Linden,strassenbahn,['1'],,,,
191,Chausseehaus,bus,['A27'],"52.430090871325774, 13.614694292071622",nan,['A27']+ A27,nan+ Chausseehaus
192,Chausseestrasse Ecke Invalidenstrasse,bus,['A19'],"52.53058679882093, 13.38309848189674",nan,A9,Chausseestrasse Ecke Invalidenstrasse
193,Chaussestrasse Ecke Gradestrasse,strassenbahn,['26'],,,,
194,Chemnitzerstrasse Ecke Alt-Kaulsdorf,bus,['A27'],,,,
195,Chemnitzerstrasse Ecke Ulmenstrasse,bus,['A27'],,,,
196,Clayallee Ecke Potsdamerstrasse,bus,['A3E'],,,,
197,Cäcilienstrasse,bus,['A37'],"52.529646990986734, 13.558004345591469",nan,['A37'],nan
198,"Dahlem, Clayallee",strassenbahn,['40'],"52.45975923254636, 13.274628659008574",nan,['40'],nan
199,Dahlem-Dorf,bus,['A10'],,,,
