Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
117,Barnetstrasse,bus,"{'76E', '76'} ; {'82'}","52.39384206889992, 13.406703683360332 ; 52.394497628787875, 13.401492640746856",,,
118,Baumschulenstrasse,bus,{'66'},"52.460823690124585, 13.503654622533428",nan,"['65', '66']",
119,Baumschulenweg,s-bahn,"{'141', '140', '142', '143', '115', '110'}","52.4675,13.489722",Q324336,,
120,Baußnernweg,bus,{'52'},"52.40552764373322, 13.356400744655776",nan,['52'],
121,Bayerischer Platz,u-bahn,"{'4', '7'}","52.488333333333,13.340277777778",Q668574,"['7', '4']",
122,Bayernring,bus,{'96'},"52.48253685459361, 13.381049547471969",nan,['96'],
123,Bayreuther Strasse,bus,"{'69', '9'}","52.50163998582795, 13.343660724504073",,,
124,Behring-Krankenhaus,bus,{'10'},"52.42410894567823, 13.251764544509987",nan,['10'],
125,Bellevue,s-bahn,{'156'},"52.52,13.348055555556",Q374018,,
126,Belßstrasse,bus,"{'30', '83', '32'}","52.42719908422464, 13.365826813492008",,,
127,Bendastrasse,bus,"{'77', '65'}","52.46695300094916, 13.436394446161026",,,
128,Bergfelde,s-bahn,{'140'},"52.6702,13.3203",Q4891640,,
129,Berghof,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4735431,13.7613062",Q66550988,,
130,Berghof-Weiche,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4733349,13.7520292",Q66550992,,
131,Bergiusstrasse,bus,{'77'},"52.46630647994592, 13.457664818410066",,,
132,Bergstrasse,bus,"{'68', '2', '81'} ; {'83'}","52.4586368537812, 13.339246302632247 ; 52.45916098450585, 13.347661638016435",,,
133,Bergstrasse/Sternwarte und Planetarium,bus,{'76'},"52.459057495955705, 13.348664052255318",,,
134,Berkaer Strasse,bus,"{'17', '60'}","52.48209270683341, 13.281182952838728",,,
135,Berkaer Strasse/ Elsterplatz,bus,{'50'},"52.47914555453604, 13.285775681691982",,,
136,Berlichingenstrasse,bus,"{'89', '70'}","52.52781016393892, 13.324880288269696",nan,"['70', '89']",
137,Berliner Strasse,bus,"{'21', '50'} ; {'11'} ; {'1'} ; {'10', '48'}","52.48854918541416, 13.307631571116701 ; 52.44187339521801, 13.28270331346 ; 52.435083319419306, 13.260410168709265 ; 52.43516167594862, 13.263515766688993",,,
138,Berliner Strasse,strassenbahn,{'63'},"52.54901484504038, 13.501730881734558",,,
139,Berliner Strasse,u-bahn,"{'7', '9'}","52.487222222222,13.330833333333",Q637739,,
140,Berlinickeplatz,bus,"{'73', '96', '65'}","52.46607292094852, 13.378516406213421",,,
141,Bernau,s-bahn,{'141'},"52.6763,13.5931",Q479789,,
142,Bernauer Strasse,bus,{'90'},"52.53828665458276, 13.396036842411949",,,
143,Bernauer Strasse Ecke Wolliner Strasse,bus,{'90'},"52.539825749774046, 13.4015229935377",,,
144,Bernauer Strasse Ecke Wollinger Strasse,bus,{'64'},"52.53981740645869, 13.401574390020418",,,
145,Berner Strasse,bus,{'84'},"52.43274739374244, 13.292825738660762",,,
146,Bernhard-Beyer-Strasse,bus,{'18'},"52.391758854827614, 13.13183862470428",nan,['18'],
147,Bersarinplatz,strassenbahn,{'4'},"52.519215,13.4525257",Q65706258,,
148,Besarinplatz,strassenbahn,"{'13', '21'}","52.519215,13.4525257",Q65706258,,
149,Besarinstrasse,strassenbahn,{'17'},"52.52639219393025, 13.44755936273526",nan,['17'],
150,Betriebsbhf. Rummelsburg,s-bahn,{'105'},"52.4939,13.4978",Q829009,,
151,Beusselstrasse,bus,"{'99'} ; {'65', '89'}","52.53293844477406, 13.328446253301122 ; 52.538162816205364, 13.326153362098783",,,
152,Bhf. Ahrensfelde,bus,{'41'},"52.571313719653176, 13.566341546222308",nan,['41'],
153,Bhf. Alexanderplatz,bus,{'57'},"52.52074877770386, 13.412147230655155",nan,['57'],
154,Bhf. Frankfurter Allee,strassenbahn,"{'12', '3'}","52.5138037,13.4773772",Q65948557,['3'],
155,Bhf. Friedrichstrasse,bus,"{'78', '59', '57'}","52.5205606637086, 13.388231915342985",,,
156,Bhf. Friedrichstrasse,strassenbahn,"{'22', '46', '70'}","52.5192805,13.3884107",Q65095382,"['70', '46', '22']",
157,Bhf. Karlshorst,bus,{'96'},"52.481331,13.5254433",nan,['96'],
158,Bhf. Karlshorst,strassenbahn,"{'17', '19'}","52.481331,13.5254433",Q65952829,"['19', '17']",
159,Bhf. Lichtenberg,bus,"{'8', '54', '30'}","52.51086483639184, 13.499794165236494",nan,"['112', '54', '93', '30', '8']",
160,Bhf. Lichtenberg,strassenbahn,"{'20', '15'}","52.5123603,13.4977547",Q66013733,"['15', '20']",
161,Bhf. Lichtenberg,u-bahn,{'E'},"52.510556,13.496389",Q3831986,,
162,Bhf. Schönefeld,bus,{'36'},"52.38192403313463, 13.511545079208773",nan,['36'],
163,Bhf. Schöneweide,bus,"{'62', '67', '65', '66', '47'}","52.45374952013775, 13.510200397684477",nan,"['47', '62', '65', '66', '67']",
164,Bhf. Schöneweide,s-bahn,"{'141', '115', '140', '110'}","52.455,13.509444444444",Q111323931,,
165,Bhf. Schöneweide,strassenbahn,"{'26', '17', '25'}","52.4553413,13.5110449",Q65950245,"['85', '26', '25', '17']",
166,Bhf. Schönhauser Allee,strassenbahn,"{'49', '46'}","52.5493619,13.4135734",Q65088013,"['49', '22']",
167,Biebricher Strasse,bus,{'91'},"52.48191090485555, 13.424864072036069",,,
168,Biesdorf,s-bahn,{'100'},"52.5131,13.5554",Q4892357,,
169,"Biesdorf, Elisabethstrasse",strassenbahn,{'18'},"52.5343630451961, 13.557117056962502",,,
170,"Biesdorf-Süd, Köpenicker Strasse",bus,{'35'},"52.50540750631891, 13.561822203827356",,,
171,Binger Strasse,bus,{'60'},"52.47860731690142, 13.309502331957327",,,
172,Birkbuschstrasse,bus,"{'17'} ; {'85', '88'}","52.442446070952045, 13.33208709992057 ; 52.452746371165205, 13.319710019070339",nan,"['17']+ ['85', '88']",
173,Birkenstrasse,bus,{'70'},"52.53079718877779, 13.347189131007013",nan,['70'],
174,Birkenstrasse,u-bahn,{'9'},"52.532222222222,13.341388888889",Q555998,['9'],
175,Birkenwerder,s-bahn,{'140'},"52.6885,13.2888",Q2343634,,
176,Bismarckplatz,bus,{'29'},"52.492064537089135, 13.28493897027407",nan,['29'],
177,Bismarckstrasse,bus,"{'81'} ; {'76', '2'} ; {'32', '17', '30', '33'} ; {'21'} ; {'68'} ; {'1'}","52.46452407715959, 13.338942486545713 ; 52.45867457020335, 13.339310317725953 ; 52.45107263717557, 13.337979814579537 ; 52.5112707854749, 13.301512574718458 ; 52.45106511514445, 13.337979734944767 ; 52.51216670653936, 13.31477473340982",,,
178,Bismarckstrasse,u-bahn,"{'7', '1'}","52.511388888889,13.305",Q686132,"['1', '7']",
179,Björnsonstrasse,bus,{'33'},"52.465537379031005, 13.313402757322454",nan,['33'],
180,Björnsonstrasse,strassenbahn,"{'22', '3'}","52.5537705,13.4138898",Q65076842,"['22', '3']",
181,Blankenburg,s-bahn,"{'141', '140', '143', '142'}","52.5915,13.4435",Q800469,,
182,Blankenburger Strasse,strassenbahn,{'49'},"52.58856735400595, 13.430204947038318",,,
183,Blankenfelde,bus,{'7'},"52.61834588206829, 13.390559367661176",nan,['7'],
184,Blankenfelder Strasse,strassenbahn,{'49'},"52.6020289,13.4313613",Q66192067,,
185,Blaschkoallee,bus,{'41'} ; {'91'},"52.452525422138564, 13.45215713772726 ; 52.4526338082942, 13.438579963210245",,,
186,Blaschkoallee,u-bahn,{'7'},"52.451944444444,13.449444444444",Q666911,['7'],
187,Bleibtreustrasse,bus,"{'29', '9', '19'}","52.50162717169989, 13.319466346593028",nan,"['9', '19', '29']",
188,Blissestrasse,bus,{'60'},"52.48376778578, 13.320278052796514",nan,['60'],
189,Blissestrasse,u-bahn,{'7'},"52.486666666667,13.321944444444",Q571397,['7'],
190,Blockdammweg,strassenbahn,{'21'},"52.4842462,13.5104609",Q66085182,,
191,Blohmstrasse Ecke Wünsdorfer Strasse,bus,{'82'},"52.3886603285429, 13.39431823947573",,,
192,Blumenstrasse,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4494503,13.7594534",Q66977546,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],
193,Blücherstrasse,bus,{'95'},"52.494544810791446, 13.399589946762335",nan,['95'],
194,Boddinstrasse,u-bahn,{'8'},"52.48,13.425277777778",Q819495,['8'],
195,Boelckestrasse,bus,{'28'},"52.480786395990485, 13.377428055833606",nan,['28'],
196,"Bohnsdorf, Kirche",bus,{'36'},"52.39948771402893, 13.555574431978044",nan,['36'],
197,"Bohnsdorf, Waldstrasse",bus,{'38'},"52.389397192754984, 13.570666562153916",nan,['38'],
198,Borgsdorf,s-bahn,{'140'},"52.7155,13.2764",Q4093486,,
199,Bornholmer Strasse,bus,{'89'},"52.554776992507094, 13.397560624891069",,,
200,Bornholmer Strasse,strassenbahn,"{'49'} ; {'22', '3', '46'}","52.5537705,13.4138898 ; 52.5549426407197, 13.395363798814545", ; Q65076842,,
201,Borsigwerke,u-bahn,{'6'},"52.5819,13.2907",Q525185,['6'],
202,Boschpoler Strasse,bus,"{'54', '43'}","52.5281225944603, 13.548869333486577",,,
203,Boschpoler Strasse,strassenbahn,{'18'},"52.5273236,13.5486703",Q65681726,,
204,Botanischer Garten,bus,{'68'},"52.458598799471524, 13.303436055459807",,,
205,Boxhagener Strasse,strassenbahn,{'3'},"52.5088235,13.465969",Q65675805,,
206,Brandenburgplatz,strassenbahn,"{'84', '25'}","52.4553193,13.5908277",Q66338590,['25'],
207,Brandaustrasse,bus,{'7'},"52.41713031476713, 13.386015625892878",,,
208,Breite Strasse,bus,"{'68', '32'} ; {'9'}","52.45433337627122, 13.328234324102299 ; 52.5140675536693, 13.40574007426647",,,
209,Breite Strasse/Haydnstrasse,bus,{'88'},"52.449521017744146, 13.323731583040027",,,
210,Breitehornweg/Krankenhaus,bus,"{'35', '34'}","52.47044572189344, 13.169372570939597",nan,"['34', '35']",
211,Breitenbachplatz,bus,{'16'},"52.467219717443385, 13.309473490660878",nan,['16'],
212,Breitenbachplatz,u-bahn,{'2'},"52.466388888889,13.308055555556",Q571339,['2'],
213,Breitenbachstrasse,bus,"{'21', '15'}","52.58199659447502, 13.305445353625542",nan,"['15', '22E', '21']",
214,Breitestrasse,bus,{'30'},"52.45434970242913, 13.328273041731025",nan,['32']+ ['30']+ ['9'],
215,Breitscheidplatz,bus,"{'69', '9', '60', '19'}","52.504438063129996, 13.33564615707506",nan,"['9', '60', '19', '69']",
216,Breitscheidstrasse,bus,{'7'},"52.63978191539914, 13.317789778141295",nan,['7'],
217,Breitscheidstrasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4685102, 13.7928271",Q66531394,,
218,Briesener Weg,bus,{'60'},"52.515989948329185, 13.609410940393886",nan,['60'],
219,"Britz, Buschkrug",bus,{'73'},"52.45252082287284, 13.452147293762899",,,
220,Britz-Süd,bus,{'25'},"52.43697966573562, 13.448134256305682",nan,['25'],
221,Britz-Süd,u-bahn,{'7'},"52.437777777778,13.448055555556",Q571845,['7'],
222,Britz-Süd Gutschmidtstrasse,bus,{'93'},"52.437076827846255, 13.444129425003135",,,
223,Britzer Damm,bus,{'73'} ; {'25'},"52.452688195616496, 13.4385636640716 ; 52.4489601337724, 13.436193871061318",,,
224,Britzer Strasse,bus,"{'81', '93'}","52.44019828016907, 13.39521021528824",,,
225,Buch,s-bahn,{'141'},"52.6359,13.4917",Q4892359,,
226,Bruchwitzstrasse,bus,"{'96', '81'}","52.437914827364786, 13.348377144075371",nan,"['96', '81']",
227,Brunnenplatz,bus,{'70'},"52.54967231813887, 13.377205988834362",nan,['70'],
228,Brunnenstrasse,bus,"{'99'} ; {'78', '78E'}","52.53827699316531, 13.396004706370867 ; 52.53492958804863, 13.398043805552632",,,
229,Brunnenstrasse,strassenbahn,"{'22', '46', '70'}","52.5324542,13.3974236",Q65691740,"['70', '46', '22']",
230,Bruno-Baum-Strasse,bus,"{'54', '43', '95', '92'}","52.5344652372829, 13.541342240888689",,,
231,Bruno-Leuschner-Strasse,s-bahn,{'101'},"52.55056,13.5475",Q2150651,,
232,Brunsbütteler Damm,bus,"{'13', '34'} ; {'31'}","52.53292762063852, 13.198429555074528 ; 52.53310870663978, 13.157950786711206",nan,"['34', '13']+ ['31']",
233,Brösener Strasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4591543,13.635078",Q66528570,,
234,Brückenstrasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.468594040440685, 13.800518250790239",,,
235,Buch,s-bahn,{'143'},"52.6359,13.4917",Q4892359,,
236,"Buch, Am Sandhaus",bus,"{'51', '51E'}","52.6379918370594, 13.490907382587826",,,
237,"Buch, Hobrechtsfelder Chaussee",bus,{'31'},"52.64858618670595, 13.484683854486553",nan,['31'],
238,"Buch, Zepernicker Strasse",bus,{'42'},"52.64161725444106, 13.515575706154056",,,
239,"Bucholz, Hauptstrasse",strassenbahn,{'49'},"52.60726996020294, 13.433394005316927",nan,['49'],
240,"Buckow, Alt-Buckow",bus,{'78'},"52.42367373113363, 13.436635183302798",,,
241,Buckow-Süd,bus,{'91'},"52.42092525348061, 13.460811993003562",,,
242,Buckower Chaussee,bus,"{'52', '7'}","52.414558044256225, 13.401161035852658",nan,"['7', '52']",
243,Buckower Chaussee,s-bahn,{'152'},"52.4103,13.3829",Q800499,,
244,Buckower Chaussee/Marienfelder Chaussee,bus,"{'76E', '76'}","52.41453673168337, 13.401151178231567",,,
245,Buckower Damm,bus,"{'52', '91'} ; {'93'}","52.42368329841466, 13.436638725763267 ; 52.444145285330485, 13.433600079714076",,,
246,Buckower Friedhof,bus,"{'52', '78'}","52.42151537347778, 13.43036950960343",,,
247,Budapester Strasse,bus,{'9'},"52.50516506753211, 13.336671016983322",,,
248,Buddestrasse,bus,{'15'},"52.59011025204419, 13.287457889605605",nan,['15'],
249,Buhrowstrasse,bus,{'33'},"52.44920703499153, 13.353277489535056",nan,['33'],
250,Bundesallee,bus,{'65'},"52.46493052962428, 13.32853185257923",nan,['65'],
251,Bundesplatz,u-bahn,{'9'},"52.478080555556,13.328519444444",Q3647008,['9'],
252,Burgfrauen Strasse,bus,{'12'},"52.62759147421597, 13.311323579642115",,,
253,Buschkrugallee,bus,{'25'},"52.44537971273351, 13.455058587836387",nan,['25'],
254,Bäkestrasse,bus,{'84'},"52.43526738320262, 13.31322719177085",nan,['84'],
255,Bölschestrasse,strassenbahn,"{'84', '25'}","52.44753754960049, 13.624290215589",nan,['25'],
256,Bötzow-Bahn,bus,{'63'},"52.560824422323606, 13.172066794689416",nan,['63'],
257,Bötzowstrasse,strassenbahn,"{'13', '21', '4'}","52.534115202171556, 13.437361005935983",,,
258,Bülowstrasse,bus,"{'84', '83', '48'}","52.49785615051477, 13.362013709342792",,,
259,Bürgerpark,bus,"{'55', '50', '33', '7'}","52.56929473750183, 13.400863229040334",nan,"['50', '33', '55', '7']",
260,Bürgerpark,strassenbahn,"{'22', '46'}","52.5714873,13.3984217",Q65055045,"['46', '22']",
261,Bürgerwäldchen,strassenbahn,{'83'},"52.48924332057368, 13.606368760127548",Q66364551,['83'],
262,Bütower Strasse,strassenbahn,{'83'},"52.4861026,13.6039833",Q66364552,,
